data,label
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\134.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\135.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\136.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\137.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\138.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\139.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\14.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\140.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\141.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\142.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\143.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\144.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\145.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\146.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\147.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\148.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\149.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\15.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\150.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\151.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\152.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\153.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\154.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\155.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\156.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\157.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\158.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\159.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\16.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\160.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\161.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\162.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\163.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\164.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\165.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\166.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\167.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\168.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\169.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\17.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\170.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\171.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\172.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\173.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\174.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\175.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\176.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\177.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\178.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\179.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\18.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\180.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\181.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\182.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\183.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\184.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\185.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\186.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\187.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\188.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\189.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\19.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\190.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\191.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\192.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\193.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\194.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\195.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\196.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\197.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\198.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\199.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\2.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\20.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\200.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\201.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\202.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\203.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\204.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\205.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\206.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\207.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\208.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\209.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\21.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\210.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\211.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\212.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\213.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\214.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\215.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\216.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\217.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\218.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\219.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\22.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\220.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\221.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\222.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\223.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\224.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\225.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\226.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\227.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\228.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\229.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\23.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\230.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\231.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\232.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\233.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\234.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\235.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\236.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\237.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\238.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\239.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\24.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\240.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\241.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\242.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\243.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\244.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\245.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\246.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\247.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\248.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\249.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\25.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\250.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\251.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\252.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\253.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\254.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\255.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\256.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\257.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\258.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\259.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\26.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\260.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\261.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\262.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\263.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\264.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\265.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\266.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\267.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\268.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\269.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\27.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\270.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\271.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\272.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\273.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\274.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\275.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\276.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\277.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\278.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\279.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\28.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\280.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\281.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\282.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\283.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\284.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\285.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\286.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\287.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\288.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\289.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\29.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\290.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\291.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\292.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\293.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\294.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\295.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\296.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\297.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\298.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\299.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\3.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\30.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\300.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\301.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\302.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\303.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\304.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\305.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\306.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\307.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\308.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\309.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\31.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\310.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\311.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\312.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\313.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\314.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\315.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\316.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\317.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\318.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\319.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\32.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\320.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\321.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\322.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\323.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\324.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\325.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\326.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\327.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\328.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\329.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\33.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\330.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\331.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\332.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\333.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\334.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\335.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\336.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\337.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\338.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\339.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\34.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\340.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\341.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\342.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\343.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\344.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\345.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\346.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\347.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\348.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\349.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\35.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\350.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\351.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\352.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\353.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\354.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\355.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\356.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\357.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\358.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\359.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\36.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\360.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\361.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\362.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\363.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\364.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\365.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\366.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\367.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\368.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\369.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\37.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\370.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\371.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\372.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\373.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\374.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\375.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\376.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\377.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\378.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\379.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\38.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\380.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\381.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\382.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\383.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\384.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\385.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\386.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\387.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\388.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\389.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\39.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\390.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\391.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\392.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\393.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\394.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\395.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\396.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\397.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\398.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\399.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\4.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\40.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\400.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\401.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\402.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\403.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\404.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\405.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\406.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\407.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\408.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\409.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\41.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\410.txt,0
D:\Study\competition_lerning\YiDongComp\Data_version\training\labeled\0\411.txt,0
